mag_u,mag_g,mag_r,mag_i,mag_z,redshift
23.707,21.315,19.796,18.969,18.590,0.7204
24.316,21.280,19.785,19.126,18.617,0.4678
26.163,23.295,20.826,19.861,19.310,0.7171
23.858,22.107,20.450,19.673,19.245,0.5135
23.527,21.154,19.482,18.671,18.243,0.4770
23.244,21.489,19.814,18.985,18.532,0.5115
26.144,22.255,20.347,19.195,18.511,0.6161
22.624,22.369,20.781,19.699,19.130,0.5843
22.765,22.397,20.650,19.820,19.547,0.4409
23.555,22.388,20.610,19.714,19.361,0.5254
22.751,21.933,20.241,19.296,18.782,0.5168
22.875,21.645,20.123,19.190,18.880,0.5275
24.960,22.661,20.829,19.693,19.239,0.6125
26.176,22.009,20.660,19.735,19.182,0.5883
22.922,22.494,20.673,19.659,19.361,0.5286
22.972,22.265,20.141,19.187,18.619,0.4877
23.666,22.028,20.517,19.105,18.427,0.5905
22.680,22.106,20.707,19.484,19.061,0.5569
23.691,23.190,21.224,20.192,19.616,0.6416
22.055,21.822,20.710,19.756,19.041,0.5884
25.952,21.666,19.998,19.216,18.908,0.4563
24.796,22.172,20.622,19.256,18.833,0.6553
22.228,21.732,20.073,19.108,18.507,0.4529
25.004,22.424,21.053,19.922,19.507,0.6381
23.155,21.976,20.553,19.830,19.372,0.4443
23.178,21.481,19.914,19.095,18.731,0.5256
24.215,22.887,20.932,19.877,19.575,0.5836
26.799,21.596,20.066,19.061,18.800,0.5230
26.656,21.745,19.931,19.153,18.889,0.4550
24.762,21.894,20.209,19.446,18.970,0.4574
22.442,22.109,20.669,19.541,18.927,0.5859
22.304,21.819,20.347,19.431,19.115,0.4918
23.216,20.782,19.368,18.618,18.377,0.4656
22.635,22.495,20.979,19.932,19.354,0.6769
23.649,22.309,20.785,19.811,19.282,0.5833
24.965,21.724,20.249,19.513,19.040,0.4273
26.233,21.888,20.290,19.391,19.097,0.5123
22.709,21.942,20.834,19.918,19.455,0.6429
25.061,21.999,20.748,19.503,19.109,0.6571
25.358,22.331,20.709,19.771,19.282,0.5584
22.993,21.407,19.713,18.915,18.299,0.4615
22.703,22.036,20.301,19.214,18.691,0.5808
23.256,22.345,21.004,19.788,19.359,0.6804
25.078,21.247,19.693,19.031,18.614,0.4223
23.988,21.108,19.542,18.862,18.315,0.3234
26.128,21.798,20.420,19.688,19.290,0.4446
23.470,21.756,19.933,19.148,18.785,0.4441
22.922,21.280,19.764,18.991,18.608,0.5882
24.529,21.887,20.193,19.401,18.935,0.4178
22.772,22.192,20.681,19.542,19.162,0.5551
23.911,21.203,19.513,18.678,18.186,0.4747
24.785,22.642,20.964,19.836,19.396,0.5858
23.539,21.907,20.524,19.739,19.206,0.6208
23.110,22.225,20.686,19.879,19.564,0.4749
25.070,21.706,19.877,19.046,18.677,0.4532
24.709,21.992,20.432,19.370,18.919,0.5835
24.052,22.185,20.463,19.431,18.954,0.5843
24.390,22.425,20.933,20.148,20.129,0.4131
22.436,21.755,20.190,19.527,19.169,0.4674
21.824,22.124,20.081,18.981,18.573,0.5554
23.356,22.902,20.939,19.895,19.382,0.6350
23.335,22.576,20.629,19.436,18.923,0.5852
23.431,22.533,20.946,19.769,19.159,0.4921
26.922,21.491,20.020,19.147,18.484,0.4665
22.809,21.965,20.679,19.853,19.776,0.5328
24.320,21.695,20.207,19.311,18.778,0.5097
22.870,21.925,20.320,19.373,18.869,0.4680
22.800,22.064,20.718,19.793,19.376,0.4665
22.644,22.129,20.538,19.709,19.333,0.5297
25.798,20.821,19.364,18.318,17.665,0.5321
23.662,22.769,21.044,19.899,19.178,0.6917
22.528,21.324,19.929,19.167,18.808,0.4672
25.298,21.444,19.979,19.191,18.698,0.4649
22.715,22.129,20.630,19.451,18.961,0.7096
24.619,21.449,19.719,18.986,18.472,0.4496
23.997,22.231,20.331,19.406,18.920,0.5907
23.213,21.444,19.763,18.580,18.040,0.5889
23.615,21.494,19.779,18.817,18.378,0.5237
23.003,22.136,20.341,19.504,19.257,0.4663
23.281,21.289,19.531,18.708,18.329,0.4659
24.861,21.572,20.396,19.574,19.166,0.5584
24.101,21.804,20.163,19.396,19.052,0.4371
26.681,22.672,20.833,19.683,19.154,0.6458
23.520,21.822,20.547,19.531,19.448,0.6013
25.600,21.449,19.795,19.056,18.584,0.4513
24.970,21.654,19.943,19.284,18.762,0.3748
26.578,21.670,20.147,19.328,18.748,0.5108
26.492,21.768,20.448,19.667,19.398,0.3786
23.316,21.677,20.132,19.233,18.735,0.4630
22.650,21.639,20.234,19.513,18.993,0.5638
25.929,22.202,20.618,19.619,19.336,0.5535
23.604,21.641,20.090,19.438,18.860,0.4475
21.996,21.790,20.253,19.275,18.772,0.5526
24.833,23.055,21.027,20.034,19.378,0.5145
25.068,21.846,20.201,19.405,18.872,0.4899
25.713,22.390,20.681,19.820,19.707,0.5836
23.621,22.140,20.489,19.642,19.320,0.4654
25.176,22.305,20.656,19.666,19.091,0.5325
24.471,22.519,20.589,19.692,19.352,0.4785
23.508,22.583,20.782,19.490,18.912,0.5800
22.771,21.316,19.912,19.229,18.840,0.5089
22.953,21.364,19.812,19.013,18.575,0.4678
22.740,22.572,20.754,19.704,19.296,0.6760
23.068,22.912,21.180,19.975,19.614,0.5726
22.078,22.642,20.728,19.615,19.521,0.6152
23.983,21.747,20.204,19.417,19.067,0.0004
22.432,22.099,20.354,19.696,19.165,0.3987
25.944,22.234,20.587,19.940,19.382,0.6160
22.400,21.543,20.193,19.307,18.807,0.6461
22.363,21.331,20.017,19.277,18.692,0.5103
25.024,22.368,20.560,19.584,19.117,0.5488
23.710,22.164,20.600,19.567,19.210,0.6379
23.115,23.773,21.671,20.773,20.395,0.4835
22.603,21.791,20.092,19.321,18.817,0.4718
22.534,21.360,19.597,18.772,18.374,0.4701
25.937,22.708,21.162,20.030,19.911,0.6040
22.287,20.776,19.187,18.392,17.886,0.4575
23.054,21.419,19.923,19.143,18.671,0.4714
26.457,21.462,20.462,19.362,18.805,0.6730
22.983,21.392,19.875,19.101,18.783,0.4594
25.755,22.025,20.456,19.466,19.033,0.5416
25.583,22.545,21.106,20.319,20.508,0.4492
23.451,21.811,20.519,19.584,19.328,0.6482
23.262,22.360,20.876,19.816,19.745,0.5860
22.333,22.373,20.309,19.365,19.039,0.5075
22.884,22.107,20.488,19.480,19.136,0.5358
22.503,21.918,20.515,19.442,19.090,0.5619
25.229,23.410,21.566,20.258,19.779,0.7172
24.067,21.857,20.181,19.363,19.020,0.4467
24.855,23.470,22.643,22.081,21.740,0.6547
23.401,22.083,20.420,19.509,19.049,0.5096
22.821,22.055,20.663,19.686,19.334,0.5943
23.589,21.033,19.430,18.773,18.414,0.4135
24.893,22.140,20.806,19.869,19.537,0.5819
22.329,21.767,20.069,19.273,18.883,0.4500
24.424,21.657,20.047,19.235,18.849,0.4613
23.411,20.939,19.073,18.359,18.013,0.4175
22.636,22.597,20.873,19.907,19.438,0.5909
25.434,21.755,20.150,19.335,18.993,0.4477
25.228,21.689,20.401,19.421,18.871,0.5913
24.074,22.228,20.563,19.722,19.313,0.4877
23.488,21.240,19.758,19.010,18.640,0.4672
22.599,22.044,21.096,20.050,19.741,0.5851
24.093,22.134,20.563,19.771,19.292,0.5539
23.575,23.466,20.966,19.978,19.425,0.5915
24.916,22.360,20.569,19.683,19.243,0.4862
22.935,22.258,20.769,19.831,19.447,0.5692
23.380,22.599,20.292,19.290,18.819,0.4879
23.743,21.936,20.335,19.550,19.134,0.5297
25.237,22.605,21.073,19.781,19.319,0.6779
25.058,23.248,20.650,19.759,19.566,0.4658
23.844,22.121,20.539,19.640,19.438,0.5673
22.464,21.706,19.984,19.073,18.689,0.4851
24.318,21.491,20.077,19.394,19.025,0.4502
23.752,21.681,20.418,19.557,19.008,0.8270
25.842,22.197,20.689,19.643,19.189,0.5699
25.542,22.040,20.380,19.489,19.023,0.5637
23.751,22.382,20.792,19.815,19.481,0.5044
21.834,21.994,20.265,19.465,18.764,0.4849
25.790,21.918,20.626,19.691,19.360,0.4862
23.449,21.690,20.047,19.109,18.612,0.5704
24.455,22.803,21.223,20.049,19.384,0.6472
21.950,20.186,19.041,18.255,17.738,0.0002
22.724,22.192,20.961,20.022,19.605,0.4722
22.646,21.648,19.770,19.062,18.600,0.3996
25.225,22.404,20.698,19.531,19.107,0.5648
25.925,22.462,20.757,19.759,19.100,0.5679
22.924,21.889,20.568,19.622,19.160,0.5652
23.660,21.895,20.526,19.596,19.169,0.6720
22.818,21.467,19.803,19.122,18.910,0.3998
24.118,22.400,20.692,19.850,19.326,0.5337
22.874,21.470,19.872,19.243,18.956,0.3230
23.276,22.011,20.519,19.675,19.133,0.4685
23.971,20.963,19.279,18.605,18.200,0.3544
22.857,22.437,21.099,20.224,19.778,0.6347
22.665,21.672,19.884,19.077,18.551,0.4738
24.252,21.549,19.966,19.322,18.890,0.4115
22.895,21.457,20.063,19.093,18.558,0.5620
23.074,21.986,20.123,19.347,18.738,0.5057
23.088,22.235,20.769,19.457,18.930,0.6208
22.573,21.913,20.286,19.612,19.227,0.4968
23.614,21.501,19.980,19.335,18.769,0.3742
23.533,22.491,20.707,19.911,19.442,0.4858
24.406,22.539,20.779,19.691,19.229,0.6493
22.330,23.407,21.070,19.708,18.992,0.6711
24.700,22.251,20.612,19.558,19.333,0.5628
22.739,21.854,20.081,19.237,18.892,0.5422
24.431,21.777,20.212,19.271,18.595,0.0001
24.283,22.292,20.595,19.518,19.072,0.6532
22.790,22.042,20.495,19.553,19.068,0.5610
24.726,21.666,20.178,19.432,18.946,0.4207
24.684,21.544,20.043,19.314,18.875,0.5366
23.101,21.256,19.732,18.959,18.578,0.4731
22.526,23.089,21.034,19.778,19.325,0.5739
25.385,22.341,20.498,19.547,19.292,0.5645
23.683,22.217,20.384,19.351,19.016,0.5647
24.893,22.153,20.753,19.895,19.437,0.7836
22.659,21.620,19.868,19.198,18.768,0.4067
25.305,22.732,20.841,19.793,19.331,0.6200
21.482,21.367,19.931,19.171,18.859,0.5914
22.523,22.142,20.405,19.418,19.005,0.5349
23.370,22.624,20.814,19.755,19.386,0.5985
23.564,22.259,20.599,19.664,19.127,0.5424
23.531,21.801,20.146,19.349,19.032,0.4724
25.168,22.716,20.635,19.632,19.078,0.5448
22.108,21.639,20.424,19.545,19.389,0.4866
23.581,22.358,20.672,19.803,19.349,0.4709
23.985,22.082,20.271,19.491,19.066,0.4764
23.355,21.200,20.021,19.116,18.781,0.5388
23.285,22.037,20.717,19.885,19.527,0.6375
24.815,22.573,20.701,19.539,18.958,0.5653
23.733,22.404,20.956,19.856,19.306,0.5659
24.356,21.858,20.818,19.764,19.160,0.6564
23.319,21.228,19.556,18.737,18.192,0.4727
22.089,22.047,20.601,19.440,18.903,0.6313
25.246,22.263,20.689,19.707,19.152,0.5104
22.598,20.383,18.892,17.504,16.706,0.0002
24.408,21.152,19.730,18.448,17.754,0.0003
23.414,21.837,20.075,19.286,18.896,0.4171
22.528,21.939,20.492,19.678,19.143,0.5142
23.818,21.921,20.098,19.273,18.844,0.4849
24.579,21.296,19.629,18.828,18.406,0.4695
24.319,22.220,20.318,19.535,19.227,0.4596
26.912,22.037,20.656,19.801,19.274,0.5406
23.642,22.524,20.651,19.884,19.289,0.5988
24.236,20.990,19.555,18.778,18.689,0.3014
24.207,21.565,19.809,19.025,18.535,0.4870
22.827,21.663,20.215,19.404,19.239,0.4814
22.713,21.968,20.604,19.690,19.183,0.6009
25.256,22.247,20.464,19.459,19.107,0.5074
26.611,22.411,21.437,20.447,20.159,0.3112
23.193,22.071,20.452,19.423,18.917,0.5891
23.387,21.959,20.407,19.472,18.964,0.5160
21.653,21.070,19.891,18.981,18.572,0.5691
23.382,22.355,20.867,19.953,19.651,0.4596
22.334,22.080,20.724,19.644,19.060,0.5676
23.192,22.565,20.789,19.670,19.009,0.6495
22.704,22.152,20.860,19.641,19.132,0.5943
22.417,20.959,19.221,18.282,17.861,0.4835
26.381,22.457,20.659,19.591,18.988,0.5380
25.538,21.185,19.558,18.901,18.614,0.3336
22.931,22.239,20.955,19.856,19.178,0.5863
25.604,21.937,20.215,19.430,18.936,0.4811
24.845,21.920,20.417,19.658,19.268,0.4164
25.490,22.393,20.815,19.887,19.378,0.5164
26.295,21.960,20.582,19.669,19.115,0.4933
24.103,21.964,20.386,19.344,18.955,0.5796
23.133,22.184,20.982,19.808,19.326,0.5861
25.507,22.060,20.239,19.379,18.861,0.4963
26.024,22.058,20.383,19.422,18.939,0.5166
23.901,21.828,20.032,19.113,18.821,0.5122
23.236,21.626,20.215,19.379,18.898,0.5158
23.849,22.418,20.924,19.814,19.363,0.6037
24.175,22.199,20.648,19.740,19.142,0.5159
22.013,21.710,20.642,19.745,19.113,0.5714
22.470,21.955,20.283,19.413,18.825,0.5284
24.916,22.057,20.675,19.678,19.230,0.6089
22.190,21.179,19.551,18.666,18.186,0.4918
22.794,21.149,20.226,19.536,19.095,0.5896
22.523,22.175,20.476,19.446,18.900,0.0001
22.929,21.809,20.350,19.476,19.110,0.5279
22.819,23.736,21.663,20.249,19.881,0.6327
22.180,21.147,19.403,18.570,18.060,0.4855
23.989,21.422,19.754,19.100,18.719,0.3544
23.093,22.760,20.913,19.667,19.071,0.5781
23.880,22.428,20.584,19.653,19.229,0.4963
22.456,21.974,20.249,19.341,19.049,0.5151
23.197,21.499,19.950,18.901,18.331,0.5671
25.029,21.940,20.073,19.189,18.715,0.4877
22.978,22.007,20.707,19.776,19.344,0.5645
25.655,22.000,19.962,19.100,18.675,0.4855
23.348,21.721,20.124,19.341,18.853,0.4676
23.350,22.372,20.581,19.388,18.902,0.5707
23.064,21.888,20.778,19.752,19.477,0.6138
26.196,22.410,20.580,19.504,19.047,0.5677
23.018,22.139,20.556,19.475,19.113,0.6989
22.473,21.552,19.960,19.043,18.596,0.5155
25.922,21.793,20.391,19.639,19.150,0.4143
21.928,21.398,19.874,19.218,18.918,0.3364
24.920,22.896,21.209,20.140,19.761,0.6327
24.120,22.840,20.966,19.970,19.571,0.5618
22.067,20.524,19.117,17.974,17.285,0.0001
23.526,23.985,21.017,20.069,19.584,0.7416
23.329,22.344,20.824,20.086,20.012,0.5751
22.727,22.051,20.099,19.287,18.786,0.4814
24.123,22.110,20.406,19.556,19.028,0.5317
23.375,22.796,21.464,20.298,20.179,0.5382
22.644,22.017,20.163,19.317,18.784,0.4905
24.425,21.832,20.214,19.407,18.989,0.4809
22.714,22.237,20.553,19.576,19.199,0.5163
21.461,19.934,18.588,17.811,17.327,0.0008
23.948,21.923,20.691,19.863,19.438,0.5098
24.986,22.147,20.543,19.708,19.039,0.5164
24.588,22.151,20.526,19.715,19.170,0.5173
24.564,21.935,20.534,19.755,19.270,0.5756
25.174,22.367,20.518,19.428,19.055,0.5371
22.552,21.963,20.403,19.240,18.740,0.6181
22.656,21.522,19.884,18.915,18.431,0.6164
22.010,21.954,20.504,19.751,19.402,0.6002
24.568,21.658,20.595,19.686,19.550,0.5282
23.520,22.200,20.358,19.403,19.222,0.4981
23.029,22.117,20.267,19.147,18.727,0.6030
22.945,21.857,20.224,19.528,19.195,0.3396
22.318,21.817,20.338,19.556,19.209,0.4817
22.517,22.146,20.219,19.076,18.527,0.6184
24.665,21.468,19.993,19.324,18.925,0.4436
24.656,21.551,19.922,18.899,18.440,0.5199
22.531,21.520,19.847,19.118,18.907,0.4600
23.498,22.208,20.497,19.459,19.086,0.5633
24.026,21.760,20.066,19.033,18.479,0.5388
22.204,22.677,20.562,19.556,19.254,0.5414
26.081,22.512,21.279,20.306,19.614,0.5949
22.287,21.895,20.359,19.359,19.083,0.5960
23.125,21.166,19.570,18.894,18.574,0.4184
23.677,22.181,20.552,19.682,19.186,0.5144
23.478,21.007,19.614,18.858,18.592,0.3007
23.584,22.707,20.941,19.965,19.540,0.4462
23.462,22.202,20.505,19.544,19.009,0.5697
23.087,21.657,20.307,19.533,19.194,0.4913
22.240,21.654,20.214,19.334,18.973,0.5717
23.156,22.151,20.379,19.526,18.945,0.4918
23.982,21.324,19.690,18.857,18.512,0.4878
25.367,22.065,20.426,19.422,19.060,0.5399
22.596,22.377,20.179,19.362,18.811,0.4811
24.938,21.757,20.008,19.101,18.600,0.4888
24.513,22.187,20.555,19.792,19.311,0.4894
24.444,22.426,20.589,19.635,19.122,0.5495
23.091,22.318,20.804,19.733,19.127,0.5705
23.861,21.648,19.927,19.223,18.835,0.4190
23.097,21.689,20.010,19.244,18.885,0.3415
25.057,22.637,20.961,19.792,19.412,0.5514
24.842,22.026,20.549,19.516,19.206,0.5772
21.990,21.714,20.207,19.417,19.115,0.4673
25.132,21.346,19.885,19.148,18.867,0.4666
23.754,21.189,19.698,18.960,18.642,0.5168
21.842,21.744,20.548,19.728,19.337,0.5454
24.573,21.570,20.076,19.232,18.866,0.4797
24.609,21.753,20.310,19.441,18.940,0.6058
23.073,23.479,21.471,20.169,19.803,0.6513
23.658,21.937,20.426,19.382,18.883,0.5744
21.828,22.011,20.595,19.766,19.147,0.4706
25.105,22.493,20.647,19.424,19.135,0.6304
25.357,21.417,19.903,19.074,18.785,0.3684
23.231,22.322,20.751,19.746,19.382,0.6039
22.403,22.354,20.450,19.456,18.984,0.5228
23.812,23.186,21.594,20.217,19.661,0.6590
24.369,22.300,20.708,19.426,18.932,0.6600
25.579,22.398,20.891,19.676,19.230,0.6515
22.225,22.272,20.751,19.808,19.380,0.5721
23.542,22.169,20.815,20.073,19.917,0.4916
25.258,21.652,20.201,19.342,18.897,0.4727
22.128,21.593,20.037,19.039,18.692,0.5728
24.368,22.279,20.661,19.714,19.069,0.5765
24.257,21.636,20.429,19.613,19.160,0.5527
23.022,21.975,20.256,19.330,18.834,0.5253
25.908,21.856,20.242,19.366,18.944,0.5682
21.986,21.501,19.797,18.902,18.574,0.5098
23.412,21.774,20.181,19.336,18.806,0.4804
23.557,22.594,20.750,19.798,19.273,0.4930
26.012,21.872,20.134,19.288,18.972,0.5414
23.557,22.594,20.750,19.798,19.273,0.4915
23.784,21.930,20.231,19.210,18.651,0.5546
25.217,23.908,21.485,20.356,19.690,0.6583
22.777,22.245,20.866,19.609,19.170,0.6465
22.490,22.496,20.484,19.543,18.893,0.4878
22.932,22.872,21.358,20.743,20.605,0.4731
23.536,22.990,20.909,19.953,19.441,0.3204
23.242,22.507,20.609,19.694,19.211,0.5581
25.881,21.732,20.141,19.471,19.060,0.4764
24.842,21.709,20.557,19.645,19.379,0.5740
23.063,21.556,19.951,18.692,18.363,0.5761
22.793,21.326,19.609,18.789,18.345,0.4600
21.327,21.395,19.558,18.705,18.202,0.4714
23.250,22.023,20.461,19.679,19.227,0.4986
22.941,22.022,20.275,19.324,18.772,0.5147
21.306,21.818,20.201,19.178,18.828,0.4718
25.254,21.321,19.772,18.720,18.256,0.5795
23.890,22.286,21.044,20.176,19.827,0.2819
22.372,21.269,19.945,19.196,18.738,0.5014
23.119,21.973,20.486,19.556,18.955,0.6476
25.088,21.966,20.290,19.362,18.793,0.4866
25.773,21.662,19.779,18.941,18.516,0.4673
24.802,21.453,20.159,19.344,18.905,0.4771
22.722,21.935,20.068,19.023,18.650,0.5670
21.497,21.214,19.997,19.035,18.553,0.5708
23.035,21.856,20.523,19.623,19.585,0.6105
23.020,22.249,20.531,19.723,19.167,0.4407
24.773,21.600,20.263,19.281,18.666,0.0007
24.472,22.103,20.226,19.098,18.659,0.5690
23.931,21.872,20.246,19.578,19.278,0.4049
23.895,21.874,20.425,19.551,19.027,0.4914
22.664,22.587,20.738,19.843,19.324,0.5833
23.252,22.788,20.535,19.511,19.046,0.5902
21.644,22.250,20.299,19.455,18.909,0.4813
22.830,21.380,20.018,19.286,18.794,0.3336
25.851,21.929,20.302,19.518,19.248,0.4953
22.137,22.579,20.973,19.653,19.309,0.6245
23.411,21.221,19.621,18.867,18.374,0.4715
23.138,21.752,20.100,19.295,18.651,0.4796
24.051,23.107,20.717,19.627,19.110,0.5660
24.903,21.436,19.918,19.070,18.647,0.5655
26.384,21.594,19.765,18.956,18.452,0.4751
22.850,21.106,19.335,18.423,17.871,0.4910
24.762,22.153,20.415,19.306,18.795,0.5662
23.025,22.055,20.814,19.923,20.019,0.5328
24.308,22.348,20.687,19.779,19.358,0.4727
23.199,22.003,20.126,19.166,18.633,0.5655
25.910,21.780,19.955,19.263,18.963,0.4343
24.280,22.177,20.884,20.044,19.825,0.3810
22.169,21.635,19.980,19.187,18.759,0.4736
23.468,22.168,20.488,19.399,19.026,0.5514
23.122,21.785,20.288,19.328,18.970,0.5638
23.601,22.365,20.480,19.646,19.178,0.5296
22.391,22.174,20.187,19.396,18.844,0.5032
24.011,21.170,19.228,18.499,18.075,0.4365
25.197,22.268,20.796,19.854,19.544,0.3261
25.663,22.636,20.527,19.548,19.163,0.5017
25.325,22.068,20.665,19.928,19.487,0.4372
21.354,21.468,20.102,19.232,18.735,0.5022
23.144,22.266,21.236,19.958,19.560,0.6297
26.709,20.871,19.230,18.455,18.005,0.4681
22.774,22.262,20.980,19.911,19.336,0.5746
24.147,22.014,20.566,19.644,19.284,0.4734
23.678,22.095,20.598,19.760,19.495,0.5032
24.694,22.055,20.535,19.762,19.400,0.4508
21.952,22.795,20.764,19.700,19.218,0.5054
23.270,21.879,20.343,19.541,19.099,0.5463
23.309,21.163,19.824,18.899,18.484,0.5436
24.181,22.539,21.126,20.341,20.150,0.5971
23.981,22.737,20.704,19.875,19.212,0.5132
24.762,21.319,19.921,19.151,18.966,0.4713
24.616,22.158,20.533,19.538,19.043,0.5682
26.618,21.741,20.100,19.104,18.618,0.5425
24.599,22.512,21.238,20.411,20.415,0.6137
24.440,21.311,20.323,19.499,18.917,0.4731
22.106,21.843,20.613,19.796,19.615,0.5470
21.630,21.825,20.490,19.720,19.257,0.6185
23.799,21.948,20.509,19.250,18.759,0.6342
22.807,21.439,19.992,19.272,18.965,0.3695
21.621,20.209,18.639,17.798,18.103,0.5291
21.823,20.664,19.050,18.258,17.892,0.5027
23.101,21.816,19.871,19.085,18.762,0.4016
23.640,22.618,20.911,19.898,19.423,0.5284
25.330,22.175,20.546,19.523,19.011,0.5672
23.535,21.550,19.981,19.211,18.839,0.5452
23.001,22.216,20.882,19.891,19.425,0.6341
22.940,22.397,21.222,20.082,19.524,0.6635
21.880,20.847,19.089,18.306,17.889,0.4340
22.751,22.745,20.945,19.923,19.352,0.5195
25.290,22.516,21.135,19.830,19.231,0.3168
25.979,22.179,20.725,19.717,19.357,0.5199
23.136,21.713,20.515,19.702,19.208,0.5950
24.256,21.098,19.446,18.633,18.297,0.4733
22.398,21.936,20.295,19.478,19.142,0.4748
24.528,21.908,20.215,19.434,18.933,0.5095
24.338,21.781,20.402,19.619,19.441,0.5549
24.550,21.680,20.011,19.181,18.809,0.5095
22.142,20.837,19.220,18.562,18.158,0.3534
22.267,21.591,20.093,19.256,18.908,0.5016
22.734,21.591,20.409,19.505,19.256,0.6261
25.150,21.417,19.819,18.994,18.600,0.4795
25.390,21.540,19.938,18.951,18.435,0.5020
23.631,21.719,20.122,19.179,18.726,0.4969
26.666,22.391,20.965,20.047,20.093,0.4922
22.418,21.793,20.439,19.695,19.174,0.4311
23.813,21.779,20.091,19.216,18.861,0.5775
21.244,21.050,19.669,18.945,18.500,0.4669
23.242,21.454,19.814,19.009,18.493,0.5022
25.429,21.713,20.276,19.402,19.015,0.4830
24.153,21.565,20.092,19.290,18.779,0.4648
25.579,22.700,20.944,20.091,19.501,0.6079
24.824,22.313,20.952,19.677,18.987,0.7310
24.716,21.724,20.322,18.738,17.810,0.0002
21.251,20.055,18.497,17.844,17.420,0.3675
25.091,22.337,20.472,19.602,19.281,0.4742
21.987,21.871,20.272,19.458,18.983,0.4737
24.724,22.351,20.559,19.786,19.187,0.4716
25.413,22.076,20.473,19.626,19.297,0.4945
23.668,21.912,20.335,19.378,18.994,0.4960
22.064,22.179,20.444,19.581,19.124,0.4744
24.393,22.639,20.900,19.802,19.399,0.5713
25.256,21.902,20.288,19.249,18.697,0.5470
21.244,22.244,20.747,19.699,19.376,0.6228
23.883,22.556,20.637,19.794,19.517,0.5702
25.168,21.909,20.114,19.331,18.893,0.4979
25.344,21.813,20.352,19.475,19.038,0.5750
23.041,22.238,20.690,19.814,19.407,0.5397
21.167,20.700,19.068,18.302,17.783,0.4652
22.584,22.149,20.527,19.557,19.230,0.5774
24.488,21.435,19.893,19.036,18.711,0.4697
23.501,21.520,20.008,19.378,19.043,0.3533
21.907,21.883,20.616,19.687,19.478,0.5695
22.910,22.197,20.549,19.661,19.202,0.4937
24.575,22.540,20.766,19.812,19.397,0.5461
22.964,22.655,21.002,19.779,19.279,0.6798
24.466,22.240,20.359,19.368,18.820,0.5753
23.162,22.332,20.620,19.611,19.155,0.5327
24.911,22.202,20.125,19.044,18.672,0.5712
26.401,21.398,19.634,18.733,18.379,0.5023
22.173,21.476,20.177,19.387,18.966,0.6556
23.147,21.439,19.673,19.001,18.603,0.3533
22.948,22.140,20.490,19.516,19.090,0.5197
22.780,21.777,20.132,19.207,18.738,0.5137
21.570,21.775,20.341,19.483,19.217,0.5738
24.317,22.853,20.967,19.947,19.474,0.5713
24.707,22.459,21.075,19.982,19.383,0.5711
23.339,21.982,20.505,19.611,19.066,0.5281
25.419,21.603,19.893,19.086,18.638,0.4781
23.919,21.866,20.382,19.549,19.056,0.4820
23.337,21.987,20.429,19.384,18.867,0.5331
23.364,22.183,20.655,19.606,19.143,0.5734
22.309,21.743,20.414,19.457,18.867,0.5494
22.271,21.392,20.116,19.230,18.820,0.5442
23.010,21.720,20.298,19.522,19.004,0.3068
