mag_u,mag_g,mag_r,mag_i,mag_z,redshift
24.106,21.981,20.479,19.669,19.143,0.4921
25.084,22.373,20.320,19.434,18.926,0.4646
23.157,21.760,19.992,18.983,18.558,0.5600
22.025,21.971,20.574,19.842,19.545,0.5617
23.051,21.265,19.538,18.740,18.376,0.4503
22.626,20.938,19.209,18.423,17.972,0.4806
24.160,22.799,20.961,19.995,19.561,0.6229
22.308,22.158,20.443,19.652,19.195,0.5035
23.265,21.284,19.667,18.857,18.512,0.4470
24.455,22.092,20.760,19.980,19.773,0.6231
23.439,22.066,20.396,19.629,19.189,0.4494
26.539,21.551,19.963,19.020,18.537,0.5170
22.796,21.383,19.803,19.008,18.513,0.4814
25.132,22.311,20.645,19.758,19.244,0.5194
23.077,21.922,20.204,19.360,18.854,0.5195
21.919,20.725,19.525,18.710,18.257,0.5587
22.497,21.600,19.817,19.013,18.560,0.4635
25.475,21.649,20.177,19.437,18.994,0.3946
23.963,22.450,20.846,19.622,19.072,0.6193
23.902,22.335,20.475,19.499,18.931,0.5603
22.524,22.057,20.700,19.463,18.795,0.0006
23.955,21.719,20.097,19.167,18.741,0.5174
25.528,22.426,20.821,19.675,19.181,0.5161
24.636,22.207,20.859,19.860,19.344,0.5425
22.087,21.337,19.828,18.918,18.456,0.5567
22.097,21.872,20.323,19.259,18.776,0.5593
23.788,22.405,20.999,20.181,19.858,0.5567
22.320,21.965,20.376,19.374,18.971,0.6066
24.739,21.599,19.808,18.813,18.307,0.5580
23.203,21.507,19.892,18.992,18.524,0.5485
22.678,22.032,20.514,19.546,19.137,0.4831
21.763,22.047,20.575,19.785,19.274,0.6204
22.055,21.606,19.879,19.115,18.920,0.4474
24.379,22.635,20.713,19.706,19.441,0.5599
24.714,21.649,20.268,19.277,18.832,0.5602
25.295,22.269,20.945,20.156,19.663,0.5047
23.648,20.907,19.256,18.302,17.822,0.5168
25.579,22.599,20.705,19.760,19.282,0.5256
24.817,21.953,20.385,19.584,19.202,0.5199
24.887,21.419,19.708,18.701,18.250,0.5170
25.041,22.308,20.826,19.725,19.348,0.5160
25.789,22.059,20.541,19.707,19.302,0.4683
22.475,22.420,20.693,19.656,19.144,0.5202
23.790,22.165,20.764,19.686,19.264,0.5180
23.596,21.802,20.284,19.333,18.861,0.5175
25.043,22.158,20.428,19.626,19.302,0.4677
22.660,22.244,20.719,19.842,19.435,0.5173
22.408,21.617,19.920,19.010,18.489,0.5168
25.120,22.134,20.749,19.729,19.450,0.5222
25.130,22.069,21.034,19.529,19.554,0.5360
23.253,21.264,19.549,18.773,18.452,0.4689
22.224,21.825,20.510,19.730,19.392,0.5607
24.563,21.710,19.820,18.799,18.335,0.5463
22.885,21.908,20.042,19.179,18.636,0.4693
22.991,22.338,20.700,19.835,19.422,0.6191
23.368,22.286,20.607,19.793,19.268,0.4639
25.399,22.786,21.197,20.167,19.894,0.5301
24.960,21.840,20.359,19.324,19.200,0.5614
23.450,22.306,20.796,19.980,19.370,0.4687
23.223,22.744,21.122,19.920,19.485,0.7032
25.264,22.429,20.596,19.667,19.212,0.5055
22.829,22.660,21.147,20.321,19.965,0.6630
23.284,21.927,20.526,19.591,19.173,0.5049
24.566,22.147,20.792,19.371,18.577,0.0004
21.422,21.248,20.319,19.352,18.946,0.6156
24.073,21.530,19.949,19.160,18.763,0.4487
24.219,22.539,20.747,19.910,19.502,0.5131
26.198,22.316,20.845,19.867,19.579,0.5210
23.540,21.855,20.266,19.296,18.780,0.5038
23.075,21.598,20.143,19.068,18.542,0.5447
24.730,21.997,20.541,19.670,19.327,0.5212
22.692,22.030,20.653,19.799,19.526,0.6393
25.687,21.861,20.061,19.221,18.666,0.5068
22.553,21.373,19.928,19.053,18.459,0.4589
23.239,21.951,20.389,19.537,19.003,0.4934
23.435,22.576,21.038,19.766,19.294,0.6445
22.506,21.916,20.425,19.650,19.304,0.5211
23.592,22.371,20.668,19.730,19.466,0.4945
22.229,21.831,20.454,19.400,19.171,0.6086
23.388,21.846,20.227,19.215,18.693,0.5379
23.941,22.292,20.564,19.677,19.261,0.5742
24.812,21.324,19.592,18.760,18.337,0.4641
23.477,22.305,20.701,19.802,19.131,0.5149
22.562,21.721,20.031,19.183,18.759,0.4686
22.211,21.916,20.294,19.356,19.176,0.5213
22.464,21.807,20.021,19.218,18.718,0.4681
26.193,22.417,20.592,19.825,19.377,0.4506
23.485,22.992,21.586,20.418,20.091,0.8141
25.228,21.842,20.149,19.379,18.878,0.4485
25.084,22.315,20.809,19.984,19.399,0.4768
25.895,22.410,20.996,19.988,19.601,0.5751
23.452,22.875,20.923,19.891,19.424,0.6158
23.594,21.934,20.463,19.509,19.162,0.5451
24.329,22.000,20.160,19.353,18.881,0.5114
24.049,21.192,19.745,18.901,18.385,0.4617
24.786,21.772,20.221,19.348,18.921,0.6625
22.074,21.809,20.385,19.651,19.138,0.3899
23.836,22.636,21.147,19.791,18.979,0.0007
25.808,21.963,20.558,19.554,19.019,0.5980
22.637,22.057,20.722,19.760,19.803,0.6702
23.168,21.457,19.806,18.935,18.371,0.4990
24.332,21.957,20.258,19.479,19.072,0.7295
22.383,21.350,20.527,19.479,18.738,0.0011
24.183,21.756,20.082,19.274,18.771,0.4490
25.040,22.348,20.585,19.820,19.162,0.3724
24.544,22.250,20.580,19.707,19.148,0.5700
22.451,22.291,20.656,19.905,19.373,0.4900
24.823,22.331,20.612,19.699,19.254,0.5116
24.006,22.504,20.831,19.726,19.263,0.5766
21.954,21.256,19.852,19.027,18.682,0.5380
23.988,21.820,20.034,19.197,18.765,0.4942
24.499,22.668,20.703,19.557,19.040,0.7507
25.053,22.087,20.364,19.592,19.197,0.4657
23.738,22.093,20.826,19.715,19.439,0.6498
22.690,22.338,20.910,20.077,19.649,0.5301
23.862,22.088,20.531,19.605,19.256,0.4962
23.241,21.779,20.093,19.327,18.942,0.4486
23.315,22.415,20.947,20.149,19.964,0.6647
22.822,21.382,19.532,18.592,18.156,0.4918
22.589,22.508,20.514,19.719,19.095,0.3685
24.184,22.059,20.334,19.241,18.737,0.6003
23.152,22.038,20.583,19.769,19.436,0.4937
25.184,22.265,20.622,19.640,19.044,0.5306
22.646,21.879,19.931,18.995,18.522,0.4603
22.046,21.463,19.749,18.829,18.479,0.4922
26.259,21.239,19.685,18.805,18.416,0.4935
22.551,21.834,20.355,19.459,19.079,0.5645
22.077,22.141,20.572,19.271,18.869,0.6246
25.383,22.290,20.821,20.017,19.436,0.5087
23.027,21.946,20.002,19.094,18.679,0.5313
21.833,20.708,19.218,18.413,17.926,0.4990
24.340,20.506,18.851,17.980,17.499,0.5122
21.594,20.972,19.764,18.949,18.510,0.4627
22.754,22.018,20.372,19.568,19.040,0.4887
23.524,21.633,19.898,19.135,18.634,0.4645
24.198,22.431,20.810,20.026,19.613,0.5009
24.044,22.720,21.139,19.910,19.279,0.0005
22.933,22.373,20.793,19.644,19.035,0.6000
26.204,20.985,19.283,18.429,18.008,0.4603
22.560,22.616,20.673,19.342,18.673,0.0007
22.703,21.941,20.211,19.304,18.961,0.5355
24.763,22.275,20.698,19.853,19.453,0.5185
26.003,21.465,20.052,19.254,18.688,0.4867
23.110,21.374,19.896,19.042,18.617,0.4688
25.218,22.752,20.861,19.805,19.422,0.4924
22.643,22.003,20.512,19.442,18.881,0.6432
24.808,22.868,21.142,20.239,19.792,0.4895
24.527,22.220,20.551,19.592,19.049,0.4915
25.364,22.519,20.704,19.813,19.308,0.4664
23.469,22.068,20.540,19.686,19.144,0.6131
24.228,21.066,19.437,18.626,18.225,0.4676
25.117,22.340,20.871,19.794,19.613,0.5618
23.965,22.282,20.542,19.743,19.377,0.4600
23.148,22.468,21.034,19.969,19.435,0.5058
22.528,22.632,21.074,20.151,19.514,0.4858
24.225,22.161,20.480,19.695,19.516,0.4805
26.044,22.476,20.834,19.675,19.134,0.5603
25.066,22.321,20.453,19.562,19.266,0.4681
24.146,22.433,20.664,19.820,19.380,0.4679
24.502,22.088,20.327,19.440,19.082,0.4952
23.854,21.638,20.117,19.236,18.747,0.4930
22.187,21.592,19.778,18.973,18.689,0.3991
22.772,21.953,20.352,19.516,19.087,0.6656
22.971,22.885,21.019,19.999,19.526,0.6242
24.961,22.256,20.633,19.676,19.315,0.4685
23.742,21.933,20.240,19.205,18.676,0.5045
21.880,21.350,19.774,18.817,18.217,0.4660
25.919,22.020,20.439,19.593,19.364,0.4678
21.959,21.154,19.905,19.044,18.637,0.4559
23.071,21.854,20.622,19.575,19.291,0.5694
22.552,22.036,20.448,19.469,19.078,0.4915
26.796,22.028,20.534,19.383,18.608,0.0004
22.636,23.154,21.024,20.033,19.505,0.6047
26.125,22.024,20.564,19.733,19.324,0.4669
22.173,22.200,21.036,20.107,19.947,0.6975
22.155,21.228,20.161,19.180,18.877,0.6310
22.193,21.599,20.203,19.483,19.096,0.4619
23.338,21.570,20.149,19.405,18.990,0.4644
25.088,22.090,20.269,19.399,19.016,0.4905
23.177,21.681,20.196,19.174,18.716,0.5329
23.204,22.888,21.358,20.283,19.993,0.6959
24.397,22.361,20.654,19.626,19.268,0.5708
23.528,22.322,20.497,19.399,18.885,0.5705
24.634,22.548,20.711,19.711,19.337,0.5207
21.769,21.566,20.553,19.584,19.208,0.6235
23.397,22.878,20.570,19.734,19.295,0.4441
25.360,24.535,21.671,20.381,19.711,0.7012
24.172,22.020,20.376,19.506,19.011,0.4721
22.200,21.315,19.952,19.040,18.724,0.3751
23.751,21.892,20.598,19.367,18.576,0.0004
25.192,22.700,20.961,19.818,19.423,0.5347
23.179,21.956,20.439,19.508,19.059,0.5029
22.374,21.653,20.156,19.339,18.874,0.4615
23.762,23.008,21.351,20.207,19.571,0.6184
23.927,22.767,20.632,19.501,19.088,0.5703
22.901,21.927,20.458,19.631,19.239,0.5037
22.265,20.962,19.503,18.622,18.120,0.4635
23.235,21.847,20.145,19.197,18.765,0.5637
24.538,22.638,20.865,19.985,19.516,0.4950
24.579,22.738,20.763,19.594,18.951,0.7110
25.787,21.653,20.248,19.279,18.970,0.5296
22.767,22.684,20.967,19.765,18.937,0.6594
23.685,22.476,20.755,19.704,19.079,0.5590
24.886,23.588,21.054,19.809,19.488,0.6268
23.384,21.975,20.289,19.493,19.006,0.5334
25.786,21.687,20.269,19.430,18.953,0.0005
23.408,21.723,20.093,19.151,18.583,0.5417
23.247,22.819,21.010,19.809,19.343,0.5446
23.936,22.051,20.330,19.311,18.860,0.5025
23.471,22.604,20.737,19.745,19.307,0.5317
23.139,22.619,21.006,19.882,19.311,0.6550
23.233,21.813,20.251,19.276,18.745,0.4654
24.567,22.053,20.606,19.826,19.688,0.5026
22.512,22.201,20.282,19.476,18.933,0.4928
23.178,22.259,20.495,19.483,19.040,0.5019
23.860,22.146,20.930,20.046,19.557,0.5971
22.964,22.367,20.862,19.870,19.332,0.5927
26.624,21.530,19.807,18.853,18.489,0.5007
23.837,22.161,20.239,19.393,18.974,0.6439
24.611,21.785,20.183,19.279,18.829,0.4930
22.304,21.795,20.406,19.630,19.260,0.5471
22.986,22.137,20.601,19.612,19.176,0.5012
22.971,21.945,20.420,19.669,19.255,0.4417
22.702,22.015,20.446,19.408,18.773,0.6438
23.785,21.743,20.277,19.355,19.056,0.4900
24.234,22.136,20.526,19.728,19.206,0.4739
25.998,23.061,21.565,20.597,20.151,0.6909
23.777,22.299,20.430,19.544,19.041,0.4938
21.202,20.981,19.626,18.906,18.482,0.5731
23.706,22.250,20.634,19.889,19.269,0.3943
25.015,22.125,20.498,19.749,19.378,0.3768
22.362,22.402,20.469,19.312,18.780,0.6249
22.628,22.117,20.368,19.390,18.848,0.6272
22.076,21.285,19.547,18.728,18.082,0.4664
22.891,21.916,20.484,19.691,19.251,0.4647
22.444,21.834,20.268,19.449,19.006,0.4613
22.254,21.923,20.440,19.511,19.023,0.4917
21.810,21.753,20.631,19.684,19.220,0.6863
23.265,21.418,19.774,18.925,18.566,0.4672
21.116,20.768,19.296,18.404,17.845,0.5432
22.241,21.747,20.821,19.850,20.425,0.5823
23.656,22.042,21.019,19.998,19.388,0.6709
22.364,21.734,20.262,19.435,19.118,0.5523
23.955,22.233,20.595,19.813,19.500,0.4672
25.731,21.659,19.964,19.175,18.710,0.4659
23.459,21.413,20.176,19.353,19.133,0.4436
22.874,21.733,20.360,19.113,18.650,0.5828
24.084,22.963,20.761,19.591,19.015,0.0003
23.167,21.836,20.582,19.421,18.986,0.6740
21.942,21.354,19.978,19.093,18.855,0.6740
25.458,21.980,20.208,19.300,18.825,0.4662
22.849,21.446,20.169,19.341,18.875,0.3626
22.189,21.655,20.514,19.669,19.114,0.6075
24.073,21.925,20.531,19.676,19.137,0.4671
21.870,22.126,20.721,19.568,18.978,0.5800
22.633,22.480,20.925,19.812,19.235,0.7068
22.433,21.730,20.069,19.243,18.716,0.4668
22.148,22.183,20.492,19.371,18.881,0.5885
25.382,20.475,18.878,18.130,17.726,0.4647
22.877,21.352,19.979,19.160,18.831,0.5480
21.996,21.728,20.116,19.214,18.891,0.5827
26.510,22.256,20.726,19.803,19.238,0.5171
22.467,22.597,20.671,19.646,19.255,0.6005
24.735,21.727,19.915,19.125,18.770,0.4447
22.369,21.555,19.981,19.026,18.581,0.4652
24.585,21.850,20.173,19.298,18.910,0.4952
23.083,22.148,20.530,19.735,19.380,0.4662
26.730,21.735,19.845,18.954,18.485,0.5103
25.425,22.801,20.437,19.372,18.958,0.5529
23.936,22.496,20.853,19.901,22.054,0.0002
25.665,22.016,20.301,19.488,19.006,0.4667
21.928,21.768,20.941,19.901,19.905,0.6859
26.206,22.485,20.614,19.595,19.202,0.5527
26.205,22.633,21.052,20.015,19.607,0.6010
23.602,22.061,20.455,19.641,19.636,0.5925
23.962,22.064,20.351,19.541,19.010,0.4654
26.584,22.099,20.462,19.476,19.323,0.5590
23.535,22.679,20.876,19.711,19.277,0.6027
25.536,21.805,20.622,19.744,19.420,0.6035
23.945,22.734,20.825,19.804,19.490,0.5972
23.551,21.750,20.354,19.497,18.901,0.5633
24.895,22.386,21.201,20.128,19.651,0.7613
23.703,22.160,20.623,19.741,19.268,0.4949
22.153,21.511,20.655,19.461,19.143,0.7042
25.365,21.383,19.816,19.021,18.620,0.4291
22.910,22.309,20.411,19.173,18.701,0.5962
21.988,21.732,20.629,19.673,19.262,0.5959
22.876,22.468,21.259,20.352,20.235,0.5361
22.581,22.508,20.946,19.817,19.266,0.5969
24.509,21.243,19.802,19.007,18.562,0.4319
25.558,22.915,20.940,19.612,19.101,0.6714
25.072,22.675,20.912,19.664,19.562,0.6069
26.600,21.717,20.272,19.360,18.817,0.4933
26.122,22.001,20.423,19.343,18.667,0.0002
22.684,21.119,19.142,18.201,17.780,0.4657
25.788,22.536,20.721,19.845,19.482,0.5072
25.058,22.169,20.497,19.643,19.036,0.4836
21.639,21.035,19.631,18.846,18.383,0.0003
23.333,21.570,20.326,19.410,18.762,0.0003
24.144,21.109,19.564,18.724,18.282,0.4687
25.651,21.688,20.139,19.376,18.829,0.4359
23.795,21.766,20.560,19.750,19.333,0.3614
23.344,22.768,21.394,20.069,19.478,0.6465
22.638,22.139,20.661,19.502,19.086,0.5860
23.495,21.347,19.545,18.713,18.338,0.4666
23.357,23.639,21.468,20.534,20.264,0.3716
22.702,22.391,20.576,19.809,19.279,0.4736
23.616,22.211,20.583,19.799,19.231,0.4994
22.459,21.999,20.268,19.390,18.896,0.5046
23.400,21.406,19.784,19.025,18.551,0.4294
22.354,21.486,20.144,19.324,18.822,0.5311
25.558,21.782,20.240,19.316,18.866,0.4984
25.087,22.847,20.978,20.014,19.660,0.5607
24.609,22.431,20.827,19.940,19.379,0.5563
23.968,22.555,20.901,20.003,19.424,0.5594
23.927,21.775,20.305,19.505,19.257,0.4982
23.756,23.854,21.043,19.908,19.451,0.5570
24.889,21.635,20.061,19.111,18.494,0.4792
26.202,22.074,20.929,19.973,19.342,0.6567
22.399,21.798,20.338,19.320,18.904,0.5591
25.197,22.134,20.621,19.598,19.117,0.5492
22.609,21.687,20.372,19.551,19.024,0.5557
24.822,22.327,20.684,19.629,19.215,0.5077
23.038,22.490,20.381,19.200,18.638,0.6018
23.313,22.222,20.539,19.620,19.190,0.4990
25.258,21.344,19.949,19.039,18.531,0.4991
25.691,21.782,20.282,19.442,18.882,0.5560
23.454,21.846,20.556,19.717,19.146,0.5058
23.418,22.046,20.887,19.966,19.415,0.6877
23.810,22.107,20.425,19.266,18.782,0.5725
22.939,22.022,20.306,19.444,19.118,0.5641
22.822,21.064,19.552,18.646,18.147,0.0005
23.099,22.529,21.077,19.849,19.425,0.7687
25.158,21.749,20.516,19.591,19.330,0.4770
23.349,22.039,20.549,19.671,19.433,0.5178
25.812,21.968,20.279,19.304,19.039,0.5152
23.571,22.197,20.454,19.585,19.114,0.5996
23.616,22.207,20.642,19.863,19.400,0.4768
22.933,22.054,20.400,19.473,19.061,0.4675
21.952,21.683,20.021,19.176,18.957,0.4755
23.951,21.932,20.135,19.326,18.850,0.6179
24.762,21.057,19.377,18.622,18.116,0.4766
25.473,21.769,20.293,19.389,18.838,0.5069
26.064,22.091,20.422,19.430,19.037,0.4791
22.673,22.149,20.599,19.727,19.110,0.5089
23.487,21.698,20.137,19.339,18.907,0.4316
25.614,22.338,20.663,19.753,19.204,0.5097
22.449,22.274,20.429,19.539,19.319,0.4760
22.996,22.048,20.333,19.448,19.119,0.4787
22.182,21.466,19.800,18.936,18.315,0.5196
23.235,22.083,20.261,19.266,18.868,0.5217
22.749,21.576,20.070,19.125,18.656,0.5291
26.361,21.411,19.819,19.011,18.708,0.4336
25.251,22.203,20.375,19.200,18.702,0.5979
25.495,21.953,20.190,19.226,18.784,0.5164
24.451,22.135,20.813,19.560,19.160,0.5928
24.259,21.672,20.235,19.349,18.892,0.4667
26.075,22.363,21.095,20.086,19.366,0.5614
21.006,21.246,20.077,19.240,18.944,0.6006
25.154,21.917,20.359,19.449,18.778,0.5049
25.186,21.874,20.102,19.307,18.880,0.4771
22.831,21.601,20.156,19.184,18.772,0.5168
23.426,22.968,21.133,19.972,19.597,0.6328
22.818,22.325,21.271,20.187,19.787,0.4654
25.255,22.599,20.762,19.779,19.210,0.4693
26.903,21.111,19.600,18.755,18.171,0.4659
26.043,22.130,20.501,19.557,19.183,0.5169
24.376,22.017,20.238,19.459,18.947,0.4320
23.847,21.682,20.055,19.271,18.804,0.4378
23.223,21.870,20.818,19.701,19.491,0.7463
22.938,21.978,20.458,19.718,19.395,0.5166
22.676,21.235,19.959,19.094,18.528,0.5318
22.042,22.335,21.041,19.732,20.045,0.5841
24.957,21.700,20.445,19.333,18.640,0.0005
22.756,22.157,20.585,19.735,19.523,0.5134
25.963,21.831,20.246,18.947,18.883,0.5516
22.873,22.119,20.606,19.838,19.814,0.4288
21.687,21.608,20.423,19.605,19.171,0.4972
23.396,22.243,20.402,19.604,19.134,0.4676
24.697,22.235,20.579,19.734,19.259,0.5381
23.741,21.688,20.063,19.194,18.687,0.4358
25.108,21.682,19.968,19.012,18.633,0.5122
22.878,21.751,20.103,19.327,19.014,0.4420
22.821,21.880,20.207,19.409,19.030,0.5074
25.047,21.897,20.216,19.430,19.006,0.4355
21.440,20.889,19.638,18.859,18.336,0.5153
23.387,22.126,20.404,19.570,19.178,0.4370
22.839,22.495,21.154,19.886,19.237,0.8288
26.407,20.722,19.125,18.472,18.089,0.3732
23.167,22.092,20.608,19.774,19.348,0.5320
26.347,21.750,20.152,19.353,18.921,0.5114
25.810,22.113,20.445,19.533,19.057,0.5115
22.925,21.680,19.799,18.825,18.321,0.5120
23.388,21.879,20.447,19.540,19.223,0.4337
23.008,22.128,20.814,19.917,19.409,0.5944
25.121,21.952,20.180,19.292,18.935,0.5113
22.162,22.290,20.653,19.627,19.106,0.5113
24.725,22.326,20.422,19.525,19.191,0.5113
25.890,22.211,20.649,19.765,19.546,0.5109
23.829,21.496,20.196,19.386,19.008,0.5694
22.305,21.043,19.233,18.327,17.900,0.5110
22.553,22.290,21.314,20.333,19.741,0.7552
23.282,21.626,19.837,19.012,18.524,0.5131
22.720,21.939,19.924,18.867,18.520,0.5317
23.435,22.290,20.407,19.349,18.720,0.5597
23.516,21.923,20.463,19.698,18.981,0.5133
23.353,22.516,21.078,19.992,19.557,0.5903
24.024,22.102,20.704,19.940,19.367,0.5002
22.795,22.126,20.422,19.587,18.967,0.5136
24.264,21.039,19.307,18.626,18.197,0.4196
23.286,22.277,20.791,19.924,18.945,0.0003
23.448,22.215,20.482,19.709,19.227,0.4694
21.651,21.688,20.571,19.596,19.203,0.6701
25.039,22.196,20.396,19.444,19.186,0.5314
22.975,22.501,20.865,19.544,19.105,0.5933
22.701,21.094,19.556,18.804,18.479,0.4726
24.214,22.289,20.829,19.944,19.613,0.5186
24.642,22.608,21.110,20.076,19.656,0.5934
22.517,22.269,20.833,19.982,19.533,0.5138
23.487,21.371,19.856,19.045,18.641,0.4657
23.834,22.903,21.306,20.544,20.176,0.4750
23.550,22.397,20.630,19.677,19.269,0.5229
25.618,21.688,20.414,19.491,19.300,0.5138
21.930,20.991,19.616,18.807,18.337,0.4698
24.614,22.215,20.272,19.167,18.735,0.5983
24.720,21.473,19.993,19.217,18.763,0.4686
25.589,22.218,20.000,19.148,18.659,0.5113
25.035,21.078,19.775,18.680,18.015,0.0003
25.613,21.493,19.533,18.568,18.064,0.5157
26.229,22.267,20.694,19.445,19.110,0.5155
23.972,21.739,20.258,19.230,18.655,0.5555
24.342,21.359,19.976,19.058,18.697,0.4758
22.935,22.104,20.587,19.380,18.795,0.6771
24.967,22.378,20.784,20.002,19.339,0.5866
22.669,21.885,20.295,19.607,19.156,0.5170
22.839,21.821,20.235,19.454,18.860,0.3471
22.584,22.407,20.953,20.033,19.404,0.6008
23.791,21.659,19.826,19.039,18.584,0.4541
24.378,22.186,20.547,19.769,19.250,0.5138
24.564,22.129,20.255,19.311,18.993,0.5234
24.372,22.400,20.426,19.616,19.232,0.5223
25.666,22.363,20.664,19.762,19.599,0.4756
26.144,22.953,20.665,19.581,19.166,0.6041
22.986,21.972,20.262,19.345,18.738,0.5096
23.376,22.082,20.277,19.386,18.941,0.5177
26.373,21.238,19.470,18.664,18.175,0.4698
23.720,22.162,20.406,19.390,18.954,0.5247
25.034,22.369,20.689,19.767,19.460,0.5099
23.766,21.476,19.840,19.084,18.642,0.4516
27.220,21.687,19.844,18.916,18.447,0.5118
22.333,21.807,20.458,19.668,19.477,0.4111
25.156,21.618,20.200,19.474,18.831,0.3047
22.856,22.268,20.622,19.783,19.375,0.4578
23.252,21.615,20.083,19.201,18.645,0.5168
23.341,21.728,20.273,19.450,19.253,0.4483
22.039,21.500,19.882,18.833,18.459,0.6107
25.537,22.450,20.403,19.497,18.992,0.4901
24.499,21.268,19.917,18.723,18.126,0.0003
23.029,21.571,19.955,19.176,18.735,0.4588
21.821,21.974,20.697,19.831,19.682,0.5861
21.969,21.428,20.184,19.154,18.845,0.5907
23.886,22.417,20.770,19.888,19.426,0.5530
25.438,22.918,21.286,20.053,19.556,0.5850
24.724,21.549,20.117,19.087,18.584,0.5313
24.012,22.142,20.426,19.634,19.347,0.4445
23.821,20.684,19.285,18.204,17.635,0.0001
23.117,22.268,20.825,19.952,19.487,0.5177
22.394,22.611,20.545,19.520,18.852,0.5835
25.108,22.308,20.299,19.367,18.892,0.5087
23.394,22.120,20.411,19.484,19.041,0.5099
22.989,21.512,20.670,19.168,18.741,0.4573
22.019,23.152,20.712,19.798,19.362,0.5898
24.296,22.741,21.174,20.193,19.760,0.5822
26.271,21.962,20.073,19.133,18.683,0.4894
25.478,22.166,20.379,19.505,19.068,0.4759
24.559,21.551,20.038,19.249,18.898,0.4454
23.042,21.906,19.934,19.059,18.573,0.4331
23.821,21.600,19.868,19.096,18.678,0.4470
25.672,22.047,20.231,19.398,18.852,0.5025
23.244,21.553,20.052,19.258,18.837,0.4752
24.457,21.937,20.514,19.671,19.518,0.5096
25.496,22.351,20.515,19.436,18.939,0.6217
23.549,21.643,20.109,19.352,19.077,0.4332
24.750,22.733,20.613,19.738,19.300,0.7692
23.853,21.965,20.367,19.404,19.082,0.5150
26.017,22.028,20.552,19.753,19.238,0.4751
22.539,21.696,19.934,19.159,18.863,0.4526
25.175,21.578,19.840,19.147,18.762,0.4177
24.022,22.061,20.519,19.600,19.158,0.5847
23.595,21.598,19.701,19.004,18.521,0.4585
24.845,21.752,20.164,19.475,19.168,0.4612
24.770,22.703,20.903,19.885,19.395,0.5885
24.529,21.944,20.475,19.681,19.363,0.5151
24.166,21.949,20.504,19.676,19.256,0.5862
22.584,21.982,20.621,19.563,19.109,0.5925
23.769,22.239,20.532,19.746,19.369,0.3933
22.615,21.788,19.752,18.744,18.252,0.6809
23.764,21.930,20.041,19.380,18.867,0.6137
22.329,22.450,20.567,19.764,19.405,0.4897
25.264,22.168,20.700,19.554,18.923,0.6041
25.820,22.434,21.149,19.782,19.186,0.6654
26.415,23.380,21.027,19.656,19.447,0.6666
23.906,21.163,19.694,18.830,18.318,0.0003
22.732,21.658,20.118,19.283,19.123,0.4521
23.782,22.957,20.971,19.869,19.461,0.5880
24.921,23.101,21.474,20.485,19.768,0.5578
23.162,21.679,20.089,19.264,18.877,0.4735
24.657,21.583,19.919,18.961,18.493,0.5116
25.655,21.112,19.643,18.820,18.378,0.4983
23.154,21.991,20.337,19.536,19.070,0.4497
23.659,22.141,20.543,19.503,19.096,0.5787
22.502,22.297,21.130,20.008,20.009,0.4577
23.406,22.182,20.422,19.550,19.072,0.5012
22.925,21.729,20.627,19.678,19.295,0.6907
22.643,21.395,20.351,19.433,19.081,0.5244
23.177,22.372,20.335,19.538,19.118,0.5137
24.382,21.724,20.047,19.247,18.830,0.3735
21.798,21.262,19.894,18.401,17.583,0.0003
25.119,21.855,20.240,19.466,19.165,0.4338
23.689,22.073,20.288,19.600,19.256,0.4183
25.612,22.388,20.784,20.005,19.923,0.4775
25.656,21.624,19.896,19.141,18.876,0.4552
22.561,21.581,19.964,19.208,18.772,0.4518
23.214,22.318,20.571,19.626,19.379,0.4962
24.622,22.424,20.697,19.805,19.450,0.5122
23.159,21.583,20.053,19.228,18.849,0.4509
25.579,22.808,20.844,19.939,19.498,0.4894
24.574,21.869,20.466,19.619,19.213,0.5180
22.787,22.266,20.917,19.712,19.166,0.6134
22.678,21.612,21.011,19.846,19.202,0.7585
23.207,22.021,20.400,19.599,19.250,0.4958
24.006,22.270,20.666,19.797,19.156,0.5136
27.220,21.052,19.448,18.782,18.342,0.4112
23.195,21.721,20.367,19.611,19.385,0.5242
25.534,22.021,20.410,19.506,19.097,0.4907
23.283,22.245,20.655,19.617,19.076,0.6130
22.533,22.103,20.733,19.545,19.037,0.5574
23.220,21.964,20.936,19.867,19.705,0.6813
25.954,22.572,20.752,19.680,19.193,0.6054
22.113,21.686,20.036,19.068,18.663,0.5273
22.755,21.530,20.140,19.312,19.050,0.5130
25.797,22.809,20.736,19.730,19.211,0.5289
24.311,22.345,20.921,19.981,19.374,0.5125
23.362,21.696,20.166,19.473,19.177,0.4197
21.579,21.473,20.638,19.566,19.315,0.7310
22.995,22.422,20.460,19.547,18.936,0.5590
22.688,22.807,21.057,20.165,19.824,0.7274
23.082,21.502,19.992,18.929,18.454,0.5239
24.696,21.664,20.327,19.177,18.644,0.0002
26.615,22.293,20.669,19.495,19.035,0.6543
26.115,21.926,20.677,19.594,19.218,0.5582
24.779,21.848,20.184,19.390,18.987,0.4395
23.291,21.961,20.340,19.564,19.187,0.4203
24.240,22.586,21.031,20.005,19.820,0.5526
24.772,21.768,20.502,19.613,19.402,0.4205
22.002,21.801,20.338,19.690,19.344,0.6311
23.338,21.622,20.407,19.446,18.866,0.6142
22.063,21.459,20.379,19.482,19.064,0.5034
